,STYLE_NAME,STLYE,CT
121185,AMERICAN LAGER AMARETTO,BEER_MICRO SPIRITS_TYPE,75
18069,GRENACHE ALTBIER,WINE_VARIETAL BEER_MICRO,211
160251,NERO D’AVOLA ERBALUCE,WINE_VARIETAL WINE_VARIETAL,211
204176,SAHTI CAYUGA (WHITE),BEER_MICRO WINE_VARIETAL,75
3784,MUSCADINE MAIBOCK or HELLES BOCK,WINE_VARIETAL BEER_MICRO,211
10935,TREBBIANO IMPERIAL or BALTIC PORTER,WINE_VARIETAL BEER_MICRO,211
227398,LIEBFRAUMILCH NOIRET,WINE_VARIETAL WINE_VARIETAL,211
210452,ENGLISH PALE ALE POMEGRANATE,BEER_MICRO WINE_VARIETAL,75
133838,ASTI SPUMANTE ALIGOTÉ,WINE_VARIETAL WINE_VARIETAL,211
213995,CHOKECHERRY TANNAT,WINE_VARIETAL WINE_VARIETAL,211
177030,PINOTAGE CONCORD,WINE_VARIETAL WINE_VARIETAL,211
13220,ROUGEON OATMEAL STOUT,WINE_VARIETAL BEER_MICRO,211
67561,VALPOLICELLA DRIED FRUIT BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
96696,SAUVIGNON GRIS CINNAMON,WINE_VARIETAL FLAVOR_STYLE,211
8922,DELAWARE BLACK IPA or CASCADIAN DARK ALE,WINE_VARIETAL BEER_MICRO,211
183608,VOUVRAY LANDOT NOIR,WINE_VARIETAL WINE_VARIETAL,211
49830,BLENDED WHISKY ALMOND,SPIRITS_TYPE FLAVOR_STYLE,77
35677,PROSECCO STEAM BEER or CALIFORNIA COMMON,WINE_VARIETAL BEER_MICRO,211
72964,VIDAL BLANC MADEIRA,WINE_VARIETAL WINE_STYLE,211
98902,BARBARESCO LAVENDER,WINE_VARIETAL FLAVOR_STYLE,211
118825,TROPICAL IMMATURE BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
59261,FRUIT PUNCH MEZCAL,FLAVOR_STYLE SPIRITS_BROAD,57
16915,MALT MASH WHISKY GRISETTE,SPIRITS_TYPE BEER_MICRO,77
25979,BLENDED LIGHT WHISKY LIQUEUR or CORDIAL,SPIRITS_TYPE SPIRITS_BROAD,77
8117,DOPPELBOCK IMPERIAL or DOUBLE IPA,BEER_MICRO BEER_MICRO,75
205353,BLENDED STRIAGHT WHISKY CRIANZA,SPIRITS_TYPE WINE_VARIETAL,77
44280,CATAWBA NEW ENGLAND IPA,WINE_VARIETAL BEER_MICRO,211
75516,ROCK AND BRANDY UME SHU,SPIRITS_TYPE WINE_SUBSTYLE,77
170325,BELGIAN IPA SIEGERREBE,BEER_MICRO WINE_VARIETAL,75
118502,MELON PISCO,FLAVOR_STYLE SPIRITS_TYPE,57
176974,CIDER CONCORD,BEER_STYLE WINE_VARIETAL,8
22098,MADEIRA BLUEBERRY,WINE_STYLE FLAVOR_STYLE,13
123409,TOURIGA NACIONAL RAISIN BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
50502,BLANC DE BLANCS LICORICE,WINE_VARIETAL FLAVOR_STYLE,211
81846,BANYLUS TREBBIANO,WINE_VARIETAL WINE_VARIETAL,211
183595,COLOMBARD LANDOT NOIR,WINE_VARIETAL WINE_VARIETAL,211
169629,MOURVEDRE ZWEIGELT,WINE_VARIETAL WINE_VARIETAL,211
71657,BLUEBERRY BLEND,FLAVOR_STYLE WINE_STYLE,57
112882,NORTON DISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
176976,MAIBOCK or HELLES BOCK CONCORD,BEER_MICRO WINE_VARIETAL,75
14601,GRAPPA WHEATWINE,WINE_VARIETAL BEER_MICRO,211
24821,DUBBEL PEANUT BUTTER,BEER_MICRO FLAVOR_STYLE,75
162679,WEIZENBOCK RKATSITELI,BEER_MICRO WINE_VARIETAL,75
86184,SCHEUREBE ROSÉ,WINE_VARIETAL WINE_VARIETAL,211
41444,TRAMINER LIGHT LAGER,WINE_VARIETAL BEER_MICRO,211
143075,CANNONAU GREEN HUNGARIAN,WINE_VARIETAL WINE_VARIETAL,211
140702,GAMAY BEAUJOLAIS MARSALA,WINE_VARIETAL WINE_VARIETAL,211
76089,ARAK JUNSHU,SPIRITS_TYPE WINE_SUBSTYLE,77
157050,GRAPEFRUIT PINOTAGE,FLAVOR_STYLE WINE_VARIETAL,57
19567,DUNKEL FRUIT,BEER_MICRO FLAVOR_BROAD,75
93554,PINOT GRIGIO CRANBERRY,WINE_VARIETAL FLAVOR_STYLE,211
50189,BLACK CHERRY LICORICE,FLAVOR_STYLE FLAVOR_STYLE,57
100229,BLENDED CANADIAN WHISKY KIWI,SPIRITS_TYPE FLAVOR_STYLE,77
64783,STEUBEN ANISE,WINE_VARIETAL SPIRITS_TYPE,211
123947,BOURBON MASH WHISKY POMACE or MARC BRANDY,SPIRITS_TYPE SPIRITS_TYPE,77
53685,SAKE MAPLE,WINE_STYLE FLAVOR_STYLE,13
154572,FLANDERS RED ALE REGENT,BEER_MICRO WINE_VARIETAL,75
213667,SIEGFRIED CABERNET SEVERNYI,WINE_VARIETAL WINE_VARIETAL,211
211268,CABERNET SEVERNYI ST. CROIX,WINE_VARIETAL WINE_VARIETAL,211
62395,LÉON MILLOT RYE MASH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
106566,WATERMELON VODKA,FLAVOR_STYLE SPIRITS_TYPE,57
152963,RAYON D'OR JOHANNISBERG RIESLING,WINE_VARIETAL WINE_VARIETAL,211
154154,DRY STOUT CASTEL,BEER_MICRO WINE_VARIETAL,75
131692,MILD ALE DRY,BEER_MICRO WINE_SUBSTYLE,75
57940,BLENDED RYE WHISKY NEURTAL,SPIRITS_TYPE SPIRITS_BROAD,77
34647,MERITAGE VIENNA LAGER,WINE_VARIETAL BEER_MICRO,211
133686,PUMPKIN ALIGOTÉ,FLAVOR_STYLE WINE_VARIETAL,57
215358,SAMBUCA FRONTENAC GRIS,SPIRITS_TYPE WINE_VARIETAL,77
166137,KIRSCHWASSER FRONTENAC,SPIRITS_TYPE WINE_VARIETAL,77
146624,IMPERIAL RED ALE MERLOT,BEER_MICRO WINE_VARIETAL,75
103381,MARQUETTE GRAPE  ,WINE_VARIETAL FLAVOR_STYLE,211
198759,MARC CABERNET FRANC,WINE_VARIETAL WINE_VARIETAL,211
173703,HERB or SPICE BEER SYMPHONY,BEER_MICRO WINE_VARIETAL,75
95941,EISBOCK POMEGRANATE,BEER_MICRO FLAVOR_STYLE,75
223639,REDISTILLED GIN MUSCAT,SPIRITS_TYPE WINE_VARIETAL,77
135630,AMARONE BEAUJOLAIS,WINE_VARIETAL WINE_VARIETAL,211
53158,MEZCAL COLA,SPIRITS_BROAD FLAVOR_STYLE,13
34018,PEPPERMINT SCHNAPPS GOSE,SPIRITS_TYPE BEER_MICRO,77
128383,MILK STOUT VINS DOUX NATURELS,BEER_MICRO WINE_STYLE,75
89262,PINOTAGE ROBUST PORTER,WINE_VARIETAL BEER_MICRO,211
108305,LAMBIC or GUEUZE CORN WHISKY,BEER_MICRO SPIRITS_TYPE,75
195171,BRUT IPA HONJOZO,BEER_MICRO WINE_SUBSTYLE,75
214896,ARAK MÜLLER-THURGAU,SPIRITS_TYPE WINE_VARIETAL,77
26592,BLAUFRÄNKISCH GRAIN SPIRITS,WINE_VARIETAL SPIRITS_TYPE,211
55595,PORT WATERMELON,WINE_STYLE FLAVOR_STYLE,13
32934,PUMPKIN ALE DUBBEL,BEER_MICRO BEER_MICRO,75
119616,SABREVOIS ARMAGNAC,WINE_VARIETAL SPIRITS_TYPE,211
194161,WEIZENBOCK TRIPLE SEC,BEER_MICRO SPIRITS_TYPE,75
22163,BLENDED LIGHT WHISKY BLUEBERRY,SPIRITS_TYPE FLAVOR_STYLE,77
69086,VIGNOLES LIGHT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
103427,MADELEINE ANGEVINE GRAPE  ,WINE_VARIETAL FLAVOR_STYLE,211
51372,ARAK MELON,WINE_VARIETAL FLAVOR_STYLE,211
195444,NIAGARA HONJOZO,WINE_VARIETAL WINE_SUBSTYLE,211
24180,SAUTERNS CHOCOLATE,WINE_VARIETAL FLAVOR_STYLE,211
212959,RYE MALT WHISKY VIOGNIER,SPIRITS_TYPE WINE_VARIETAL,77
116810,TRAMINER SLIVOVITZ,WINE_VARIETAL SPIRITS_TYPE,211
41182,DIAGINJO LIGHT LAGER,WINE_SUBSTYLE BEER_MICRO,18
74383,SIEGFRIED DIAGINJO,WINE_VARIETAL WINE_SUBSTYLE,211
96550,WILD BERRY CINNAMON,FLAVOR_STYLE FLAVOR_STYLE,57
152845,HUCKLEBERRY JOHANNISBERG RIESLING,FLAVOR_STYLE WINE_VARIETAL,57
148039,ROSÉ CANNONAU,WINE_VARIETAL WINE_VARIETAL,211
75604,ARMAGNAC UME SHU,SPIRITS_TYPE WINE_SUBSTYLE,77
180546,ROCK AND RYE PETITE MILO,SPIRITS_TYPE WINE_VARIETAL,77
136123,ERBALUCE BLANC DE BLANCS,WINE_VARIETAL WINE_VARIETAL,211
201519,BLENDED SCOTCH WHISKY MADEIRA,SPIRITS_TYPE WINE_VARIETAL,77
35344,ORANGE STEAM BEER or CALIFORNIA COMMON,FLAVOR_STYLE BEER_MICRO,57
208123,PEPPERMINT SCHNAPPS SAUVIGNON GRIS,SPIRITS_TYPE WINE_VARIETAL,77
209085,SOUSHU LACROSSE,WINE_SUBSTYLE WINE_VARIETAL,18
190344,PUMPKIN ALE BLAUFRÄNKISCH,BEER_MICRO WINE_VARIETAL,75
9849,GEISENHEIM BIERE DE GARDE,WINE_VARIETAL BEER_MICRO,211
59046,GARGANEGA BRANDY,WINE_VARIETAL SPIRITS_BROAD,211
208001,SAISON SAUVIGNON GRIS,BEER_MICRO WINE_VARIETAL,75
194900,CABERNET FRANC MEDIUM BODY,WINE_VARIETAL WINE_SUBSTYLE,211
168214,NORTON VALDIGUIÉ,WINE_VARIETAL WINE_VARIETAL,211
14202,SHIRAZ ENGLISH IPA,WINE_VARIETAL BEER_MICRO,211
221110,WHITE VINHO VERDE,WINE_STYLE WINE_VARIETAL,13
177338,UGNI BLANC CONCORD,WINE_VARIETAL WINE_VARIETAL,211
123249,MARECHAL FOCH RAISIN BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
144218,CHARBONO COLOMBARD,WINE_VARIETAL WINE_VARIETAL,211
218759,MERLOT MANZANILLA,WINE_VARIETAL WINE_VARIETAL,211
17171,L’ACADIE BLANC GRISETTE,WINE_VARIETAL BEER_MICRO,211
20828,SAUVIGNON BLANC MIXED,WINE_VARIETAL FLAVOR_BROAD,211
95155,CURACAO LIME,SPIRITS_TYPE FLAVOR_STYLE,77
202594,LIEBFRAUMILCH PETIT VERDOT,WINE_VARIETAL WINE_VARIETAL,211
149029,HUCKLEBERRY CHAMBOURCIN,FLAVOR_STYLE WINE_VARIETAL,57
124011,VINHO VERDE POMACE or MARC BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
122245,GRAIN SPIRITS CANADIAN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
128750,CRÉMANT VINS DOUX NATURELS,WINE_VARIETAL WINE_STYLE,211
14770,VIDAL BLANC WHEATWINE,WINE_VARIETAL BEER_MICRO,211
29104,CIDER SCOTCH WHISKY,BEER_STYLE SPIRITS_TYPE,8
175926,FUMÉ BLANC VERDICCHIO,WINE_VARIETAL WINE_VARIETAL,211
45635,EDELWEISS KRISTALLWEIZEN,WINE_VARIETAL BEER_MICRO,211
83698,BLENDED RYE WHISKY ROUSSANNE,SPIRITS_TYPE WINE_VARIETAL,77
38585,PORT BLONDE ALE,WINE_VARIETAL BEER_MICRO,211
27729,PINOTAGE REDISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
154822,JUNMAI REGENT,WINE_SUBSTYLE WINE_VARIETAL,18
18459,ARAK LAMBIC or GUEUZE,WINE_VARIETAL BEER_MICRO,211
28205,PINOT GRIGIO CURACAO,WINE_VARIETAL SPIRITS_TYPE,211
73086,CHOCOLATE COMMANDARIA,FLAVOR_STYLE WINE_STYLE,57
179503,PEPPERMINT SCHNAPPS MARECHAL FOCH,SPIRITS_TYPE WINE_VARIETAL,77
55122,COMMANDARIA TOMATO,WINE_STYLE FLAVOR_STYLE,13
215434,PETITE MILO FRONTENAC GRIS,WINE_VARIETAL WINE_VARIETAL,211
153419,CONSTANTIA SAUVIGNON BLANC,WINE_VARIETAL WINE_VARIETAL,211
221225,AUXERROIS VINHO VERDE,WINE_VARIETAL WINE_VARIETAL,211
28615,MUSCAT CANELLI CURACAO,WINE_VARIETAL SPIRITS_TYPE,211
140682,FRONTENAC MARSALA,WINE_VARIETAL WINE_VARIETAL,211
214739,AMERICAN PALE ALE MÜLLER-THURGAU,BEER_MICRO WINE_VARIETAL,75
64875,KOMBUCHA SAMBUCA,BEER_STYLE SPIRITS_TYPE,8
134909,MADELEINE ANGEVINE AUSLESE,WINE_VARIETAL WINE_VARIETAL,211
90139,STAR THISTLE HONEY MEAD CHOCOLATE or COCOA BEER,WINE_VARIETAL BEER_MICRO,211
31748,VERMOUTH EISBOCK,WINE_STYLE BEER_MICRO,13
156007,SCOTTISH ALE LIEBFRAUMILCH,BEER_MICRO WINE_VARIETAL,75
39140,LAMBIC or GUEUZE ADJUNCT LAGER,BEER_MICRO BEER_MICRO,75
30267,WHEAT WHISKY OAKY,SPIRITS_TYPE WINE_SUBSTYLE,77
27186,CHANCELLOR (NOIR) STRIAGHT BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
160066,AROMATIC ERBALUCE,WINE_SUBSTYLE WINE_VARIETAL,18
101917,MOSCATO CARAMEL,WINE_VARIETAL FLAVOR_STYLE,211
65651,CONSTANTIA BLENDED CANADIAN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
221975,TOKAY MULLED WINE,WINE_VARIETAL WINE_VARIETAL,211
210755,VIGNOLES POMEGRANATE,WINE_VARIETAL WINE_VARIETAL,211
73331,MELON DE BOURGOGNE COMMANDARIA,WINE_VARIETAL WINE_STYLE,211
219171,GRAPPA BRANDY STEEN,SPIRITS_TYPE WINE_VARIETAL,77
159018,MUSCAT OTTONEL DE CHAUNAC,WINE_VARIETAL WINE_VARIETAL,211
122766,MUSCAT OTTONEL PEPPERMINT SCHNAPPS,WINE_VARIETAL SPIRITS_TYPE,211
117828,MAIBOCK or HELLES BOCK FRUIT BRANDY,BEER_MICRO SPIRITS_TYPE,75
173155,SELTZERS ST. VINCENT,BEER_STYLE WINE_VARIETAL,8
102335,BOURBON LIQUEUR or CORDIAL RASPBERRY,SPIRITS_TYPE FLAVOR_STYLE,77
151822,STRAIGHT WHISKY BOAL,SPIRITS_TYPE WINE_VARIETAL,77
32822,SOUZÃO PILSNER or PILSENER,WINE_VARIETAL BEER_MICRO,211
177281,FRASCATI CONCORD,WINE_VARIETAL WINE_VARIETAL,211
60896,SAUVIGNON BLANC STRAIGHT RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
90341,APPLE AMERICAN PALE ALE,FLAVOR_STYLE BEER_MICRO,57
227168,CUCUMBER NOIRET,FLAVOR_STYLE WINE_VARIETAL,57
153055,BARDOLINO JOHANNISBERG RIESLING,WINE_VARIETAL WINE_VARIETAL,211
149010,SOUR ALE CHAMBOURCIN,BEER_MICRO WINE_VARIETAL,75
203294,IMPERIAL or DOUBLE IPA PORT,BEER_MICRO WINE_VARIETAL,75
98053,VINS DOUX NATURELS MINT,WINE_STYLE FLAVOR_STYLE,13
112315,MALT MASH WHISKY SPIRIT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
213109,SOVEREIGN OPAL VIOGNIER,WINE_VARIETAL WINE_VARIETAL,211
14772,TANNAT WHEATWINE,WINE_VARIETAL BEER_MICRO,211
49240,PAPAYA HIBISCUS,FLAVOR_STYLE FLAVOR_STYLE,57
95833,AROMELLA PAPAYA,WINE_VARIETAL FLAVOR_STYLE,211
147657,MARSALA PINOT GRIGIO,WINE_STYLE WINE_VARIETAL,13
128969,GRIGNOLINO MARSALA,WINE_VARIETAL WINE_STYLE,211
217102,PILSNER or PILSENER MELON DE BOURGOGNE,BEER_MICRO WINE_VARIETAL,75
199678,MALBEC AGLIANCO,WINE_VARIETAL WINE_VARIETAL,211
168702,MULLED WINE VERDELHO,WINE_VARIETAL WINE_VARIETAL,211
87125,TEMPRANILLO STEUBEN,WINE_VARIETAL WINE_VARIETAL,211
179605,STRAIGHT MALT WHISKY MARECHAL FOCH,SPIRITS_TYPE WINE_VARIETAL,77
212228,VOUVRAY REFOSCO,WINE_VARIETAL WINE_VARIETAL,211
92154,AMERICAN IPA WILD ALE,BEER_MICRO BEER_MICRO,75
162284,BLACK CHERRY NIAGARA,FLAVOR_STYLE WINE_VARIETAL,57
96279,BLENDED WHEAT WHISKY POMEGRANATE,SPIRITS_TYPE FLAVOR_STYLE,77
54476,GOSE TANGERINE,BEER_MICRO FLAVOR_STYLE,75
123611,ALTBIER POMACE or MARC BRANDY,BEER_MICRO SPIRITS_TYPE,75
90888,RED ENGLISH STRONG BITTER (ESB),WINE_STYLE BEER_MICRO,13
134257,MALT MASH WHISKY ARNEIS,SPIRITS_TYPE WINE_VARIETAL,77
80952,LA CRESCENT DOLCETTO,WINE_VARIETAL WINE_VARIETAL,211
156587,GIN PINOT NOIR,SPIRITS_BROAD WINE_VARIETAL,13
213290,DUNKELWEIZEN CABERNET SEVERNYI,BEER_MICRO WINE_VARIETAL,75
107178,SAUTERNS BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
142076,STRIAGHT CORN WHISKY ARAK,SPIRITS_TYPE WINE_VARIETAL,77
126682,ALIGOTÉ WHITE,WINE_VARIETAL WINE_STYLE,211
125890,ST. LAURENT BOURBON LIQUEUR or CORDIAL,WINE_VARIETAL SPIRITS_TYPE,211
151853,EISWEIN BOAL,WINE_VARIETAL WINE_VARIETAL,211
156259,BLANC DE NOIRS LIEBFRAUMILCH,WINE_VARIETAL WINE_VARIETAL,211
217395,ST. PEPIN MELON DE BOURGOGNE,WINE_VARIETAL WINE_VARIETAL,211
67733,L’ACADIE BLANC DRIED FRUIT BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
222966,KIWI SIEGFRIED,FLAVOR_STYLE WINE_VARIETAL,57
225431,CHAMPAGNE CHIANTI CLASSICO,WINE_VARIETAL WINE_VARIETAL,211
175088,SAISON SHIRAZ,BEER_MICRO WINE_VARIETAL,75
198405,VIVANT AURORE,WINE_VARIETAL WINE_VARIETAL,211
117278,JUKUSHU GRAPPA BRANDY,WINE_SUBSTYLE SPIRITS_TYPE,18
194958,SAUVIGNON GRIS MEDIUM BODY,WINE_VARIETAL WINE_SUBSTYLE,211
52136,WHEAT MASH WHISKY PEAR,SPIRITS_TYPE FLAVOR_STYLE,77
190623,CHIANTI BLAUFRÄNKISCH,WINE_VARIETAL WINE_VARIETAL,211
25123,ZINFANDEL PEANUT BUTTER,WINE_VARIETAL FLAVOR_STYLE,211
11290,ZINFANDEL SMOKED PORTER,WINE_VARIETAL BEER_MICRO,211
145190,REGENT FRASCATI,WINE_VARIETAL WINE_VARIETAL,211
154624,CREAM ALE REGENT,BEER_MICRO WINE_VARIETAL,75
197553,HERB or SPICE BEER AROMELLA,BEER_MICRO WINE_VARIETAL,75
202942,RYE MALT WHISKY PINOT BLANC,SPIRITS_TYPE WINE_VARIETAL,77
107276,JOHANNISBERG RIESLING BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
93657,MADEIRA CRANBERRY,WINE_VARIETAL FLAVOR_STYLE,211
142009,LUCIE KUHLMANN ARAK,WINE_VARIETAL WINE_VARIETAL,211
159244,REDISTILLED GIN DE CHAUNAC,SPIRITS_TYPE WINE_VARIETAL,77
122143,HEFEWEIZEN CANADIAN WHISKY,BEER_MICRO SPIRITS_TYPE,75
3352,SCHWARZBIER MAIBOCK or HELLES BOCK,BEER_MICRO BEER_MICRO,75
36389,BLENDED CORN WHISKY DRY STOUT,SPIRITS_TYPE BEER_MICRO,77
213642,EAU DE VIE CABERNET SEVERNYI,WINE_VARIETAL WINE_VARIETAL,211
116245,CAYUGA (WHITE) BLENDED RYE MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
99345,NEURTAL CUCUMBER,SPIRITS_BROAD FLAVOR_STYLE,13
30796,VINS DOUX NATURELS CIDER,WINE_STYLE BEER_STYLE,13
177895,CHARDONNAY EHRENFELSER,WINE_VARIETAL WINE_VARIETAL,211
41970,PRIMITIVO BELGIAN IPA,WINE_VARIETAL BEER_MICRO,211
143463,CASTEL SOVEREIGN OPAL,WINE_VARIETAL WINE_VARIETAL,211
178235,FRASCATI GARGANEGA,WINE_VARIETAL WINE_VARIETAL,211
67827,AMERICAN IPA BLENDED RYE WHISKY,BEER_MICRO SPIRITS_TYPE,75
144892,PINOT MEUNIER CONSTANTIA,WINE_VARIETAL WINE_VARIETAL,211
53203,ROCK AND BOURBON COLA,SPIRITS_TYPE FLAVOR_STYLE,77
5293,ORANGE SCHWARZBIER,FLAVOR_STYLE BEER_MICRO,57
120405,ACAI ROCK AND BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
173753,MAPLE SYMPHONY,FLAVOR_STYLE WINE_VARIETAL,57
7734,VARIETY MILD ALE,FLAVOR_BROAD BEER_MICRO,5
141923,CALVADOS ARAK,SPIRITS_TYPE WINE_VARIETAL,77
104191,HUCKLEBERRY GIN,FLAVOR_STYLE SPIRITS_BROAD,57
11924,L’ACADIE BLANC HEFEWEIZEN,WINE_VARIETAL BEER_MICRO,211
175965,MONTEPULCIANO VERDICCHIO,WINE_VARIETAL WINE_VARIETAL,211
38131,SIEGFRIED RED ALE,WINE_VARIETAL BEER_MICRO,211
157367,CABERNET SEVERNYI PINOTAGE,WINE_VARIETAL WINE_VARIETAL,211
102267,BLACKBERRY RASPBERRY,FLAVOR_STYLE FLAVOR_STYLE,57
126484,BLACK IPA or CASCADIAN DARK ALE WHITE,BEER_MICRO WINE_STYLE,75
67484,RAISIN BRANDY DRIED FRUIT BRANDY,SPIRITS_TYPE SPIRITS_TYPE,77
169248,FUMÉ BLANC VIVANT,WINE_VARIETAL WINE_VARIETAL,211
129797,GRAPE   FULL BODY,FLAVOR_STYLE WINE_SUBSTYLE,57
73396,BARDOLINO COMMANDARIA,WINE_VARIETAL WINE_STYLE,211
170965,BANANA CINSAUT,FLAVOR_STYLE WINE_VARIETAL,57
2590,HUCKLEBERRY OTHER FLAVORED MALT BEVERAGES,FLAVOR_STYLE BEER_STYLE,57
207629,MALT WHISKY ROUGEON,SPIRITS_TYPE WINE_VARIETAL,77
144901,PETIT VERDOT CONSTANTIA,WINE_VARIETAL WINE_VARIETAL,211
50650,WHEATWINE HUCKLEBERRY,BEER_MICRO FLAVOR_STYLE,75
98505,BLENDED STRIAGHT WHISKY ORANGE,SPIRITS_TYPE FLAVOR_STYLE,77
15688,MEAD FLANDERS RED ALE,WINE_VARIETAL BEER_MICRO,211
155562,PISCO GAMAY BEAUJOLAIS,SPIRITS_TYPE WINE_VARIETAL,77
130115,UGNI BLANC FULL BODY,WINE_VARIETAL WINE_SUBSTYLE,211
177610,ALICANTE BOUSCHET EHRENFELSER,WINE_VARIETAL WINE_VARIETAL,211
7691,BLENDED CANADIAN WHISKY MILD ALE,SPIRITS_TYPE BEER_MICRO,77
142145,L’ACADIE BLANC ARAK,WINE_VARIETAL WINE_VARIETAL,211
218241,SLIVOVITZ ORTEGA,SPIRITS_TYPE WINE_VARIETAL,77
142007,KERNER ARAK,WINE_VARIETAL WINE_VARIETAL,211
179012,BLENDED CORN WHISKY MADELEINE ANGEVINE,SPIRITS_TYPE WINE_VARIETAL,77
39821,IMMATURE BRANDY ROGGENBIER or RYE BEER,SPIRITS_TYPE BEER_MICRO,77
62104,BIERE DE GARDE RYE MASH WHISKY,BEER_MICRO SPIRITS_TYPE,75
181721,SYMPHONY SYRAH,WINE_VARIETAL WINE_VARIETAL,211
171966,ARAK DORNFELDER,SPIRITS_TYPE WINE_VARIETAL,77
114060,RYE WHISKY BLENDED MALT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
118849,CREAM ALE IMMATURE BRANDY,BEER_MICRO SPIRITS_TYPE,75
210758,VODKA POMEGRANATE,SPIRITS_TYPE WINE_VARIETAL,77
176680,BLUE RASPBERRY CHELOIS,FLAVOR_STYLE WINE_VARIETAL,57
52448,MANZANILLA PEAR,WINE_VARIETAL FLAVOR_STYLE,211
32862,ORTEGA PILSNER or PILSENER,WINE_VARIETAL BEER_MICRO,211
157085,STRAIGHT WHEAT WHISKY PINOTAGE,SPIRITS_TYPE WINE_VARIETAL,77
122660,DUNKELWEIZEN PEPPERMINT SCHNAPPS,BEER_MICRO SPIRITS_TYPE,75
110233,ORANGE BLENDED LIGHT WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
66876,WILD ALE WHEAT MASH WHISKY,BEER_MICRO SPIRITS_TYPE,75
23997,LEES BRANDY CHOCOLATE,SPIRITS_TYPE FLAVOR_STYLE,77
215436,GEISENHEIM FRONTENAC GRIS,WINE_VARIETAL WINE_VARIETAL,211
35655,BLAUFRÄNKISCH STEAM BEER or CALIFORNIA COMMON,WINE_VARIETAL BEER_MICRO,211
179795,CRIANZA MARECHAL FOCH,WINE_VARIETAL WINE_VARIETAL,211
81876,GEISENHEIM TREBBIANO,WINE_VARIETAL WINE_VARIETAL,211
120992,TEMPRANILLO ROCK AND RUM,WINE_VARIETAL SPIRITS_TYPE,211
57907,BLUE RASPBERRY NEURTAL,FLAVOR_STYLE SPIRITS_BROAD,57
179509,MEDIUM BODY MARECHAL FOCH,WINE_SUBSTYLE WINE_VARIETAL,18
187471,DUNKEL ACAI,BEER_MICRO WINE_VARIETAL,75
111841,BLENDED RYE WHISKY BLENDED STRIAGHT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
189642,GINJO ST. LAURENT,WINE_SUBSTYLE WINE_VARIETAL,18
181600,LUCIE KUHLMANN SYRAH,WINE_VARIETAL WINE_VARIETAL,211
45812,SAHTI SHANDY,BEER_MICRO BEER_MICRO,75
130177,AROMELLA FULL BODY,WINE_VARIETAL WINE_SUBSTYLE,211
136362,BLANC DE BLANCS BLANC DE BLANCS,WINE_VARIETAL WINE_VARIETAL,211
219468,PEACH VERMENTINO,FLAVOR_STYLE WINE_VARIETAL,57
12976,STEAM BEER or CALIFORNIA COMMON OATMEAL STOUT,BEER_MICRO BEER_MICRO,75
39435,MULLED WINE ADJUNCT LAGER,WINE_VARIETAL BEER_MICRO,211
144413,MADELEINE SYLVANER COLOMBARD,WINE_VARIETAL WINE_VARIETAL,211
78267,IMPERIAL or BALTIC PORTER CAVA,BEER_MICRO WINE_VARIETAL,75
71622,CHOCOLATE or COCOA BEER BLEND,BEER_MICRO WINE_STYLE,75
153957,CASTEL VALPOLICELLA,WINE_VARIETAL WINE_VARIETAL,211
161781,BRUT IPA NEGRETTE,BEER_MICRO WINE_VARIETAL,75
20734,BLENDED RYE WHISKY MIXED,SPIRITS_TYPE FLAVOR_BROAD,77
98097,ARNEIS MINT,WINE_VARIETAL FLAVOR_STYLE,211
143686,PAPAYA CABERNET SAUVIGNON,FLAVOR_STYLE WINE_VARIETAL,57
12713,TEMPRANILLO SOUR ALE,WINE_VARIETAL BEER_MICRO,211
60883,VALPOLICELLA STRAIGHT RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
141981,ARNEIS ARAK,WINE_VARIETAL WINE_VARIETAL,211
194283,SPIRIT WHISKY TRIPLE SEC,SPIRITS_TYPE SPIRITS_TYPE,77
123229,BARBARESCO RAISIN BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
83275,ALIGOTÉ SEYVAL BLANC,WINE_VARIETAL WINE_VARIETAL,211
